번호,종목코드,기업명,업종코드,업종,상장주식수(주),자본금(원),액면가(원),통화구분,대표전화,주소,총카운트
659,2200,한국수출포장공업,31702,"골판지, 종이 상자 및 종이용기 제조업","4,000,000","20,000,000,000","5,000",원(KRW),02-525-2981-9,서울특별시 서초구 서초중앙로 63,779
660,2960,한국쉘석유,31902,석유 정제품 제조업,"1,300,000","7,000,000,000","5,000",원(KRW),051-620-5133,부산광역시 남구  신선로 250 (용당동),779
661,2000,한국유리공업,32301,유리 및 유리제품 제조업,"10,079,660","69,882,185,000","5,000",원(KRW),02-3706-9114,"서울특별시 강남구 테헤란로 211 10층 (역삼동, 한국고등교육재단빌딩)",779
662,123890,한국자산신탁,116402,신탁업 및 집합투자업,"102,739,889","51,369,944,500",500,원(KRW),02-2112-6300,"서울특별시 강남구 테헤란로 306 (역삼동, 카이트타워)",779
663,15760,한국전력공사,43501,전기업,"641,964,077","3,209,820,385,000","5,000",원(KRW),061-345-3114,전라남도 나주시 전력로 55 -,779
664,6200,한국전자홀딩스,116409,기타 금융업,"46,803,136","23,401,568,000",500,원(KRW),02-3497-5535,서울특별시 서초구  마방로10길 5,779
665,2300,한국제지,31701,"펄프, 종이 및 판지 제조업","5,004,949","25,024,745,000","5,000",원(KRW),02-3475-7200,서울특별시 강남구  테헤란로 504 해성빌딩 19층,779
666,23350,한국종합기술,137201,"건축기술, 엔지니어링 및 관련 기술 서비스업","10,950,000","5,475,000,000",500,원(KRW),02-2049-2517,경기도 성남시 중원구 산성대로476번길 6 (금광동),779
667,25890,한국주강,32902,특수 목적용 기계 제조업,"11,309,259","5,654,629,500",500,원(KRW),055-585-7251,경상남도 함안군 군북면 장백로 228,779
668,970,한국주철관공업,32401,1차 철강 제조업,"22,800,500","12,000,000,000",500,원(KRW),051-291-5481-5,부산광역시 사하구  을숙도대로 525,779
669,104700,한국철강,32401,1차 철강 제조업,"46,050,000","46,050,000,000","1,000",원(KRW),055-260-0500,경상남도 창원시 성산구  공단로103번길 12 한국철강(주),779
670,17960,한국카본,32501,"구조용 금속제품, 탱크 및 증기발생기 제조업","43,960,757","21,980,378,500",500,원(KRW),055-350-8888,경상남도 밀양시 부북면 춘화로 85,779
671,161890,한국콜마,32004,기타 화학제품 제조업,"21,104,461","10,552,230,500",500,원(KRW),02-3485-0332,세종특별자치시  전의면 덕고개길 12-11,779
672,24720,한국콜마홀딩스,116409,기타 금융업,"17,938,966","8,969,483,000",500,원(KRW),041-862-1057,세종특별자치시  전의면 덕고개길 12-11,779
673,161390,한국타이어,32201,고무제품 제조업,"123,875,069","61,937,534,500",500,원(KRW),02-2222-1000,서울특별시 강남구  테헤란로 133,779
674,240,한국타이어월드와이드,116409,기타 금융업,"93,020,173","46,510,086,500",500,원(KRW),02-2222-1000,서울특별시 강남구 테헤란로 133,779
675,34830,한국토지신탁,116402,신탁업 및 집합투자업,"252,489,230","252,489,230,000","1,000",원(KRW),234511181,서울특별시 강남구 테헤란로 309,779
676,7280,한국특수형강,32401,1차 철강 제조업,"18,020,878","9,010,439,000",500,원(KRW),051-323-2611,부산광역시 사상구  장인로77번길 52(학장동),779
677,168490,한국패러랠,116402,신탁업 및 집합투자업,"80,020,000","400,100,000,000",0,원(KRW),02-3276-4815,서울특별시 영등포구 은행로3,779
678,10100,한국프랜지공업,33003,자동차 신품 부품 제조업,"30,450,420","30,450,420,000","1,000",원(KRW),052-233-5511,울산 동구 동부동 194,779
679,47810,한국항공우주,33103,"항공기,우주선 및 부품 제조업","97,475,107","487,375,535,000","5,000",원(KRW),055-851-1000,경상남도 사천시  사남면 공단1로 78 한국항공우주산업,779
680,123690,한국화장품,74604,생활용품 도매업,"16,068,000","8,034,000,000",500,원(KRW),02-724-3281,서울특별시 종로구 청계천로 35,779
681,3350,한국화장품제조,32004,기타 화학제품 제조업,"4,532,000","2,266,000,000",500,원(KRW),02-724-3710,서울특별시 종로구 청계천로 35,779
682,11500,한농화성,32004,기타 화학제품 제조업,"15,637,042","7,818,521,000",500,원(KRW),063-462-2455,"전라북도 군산시  외항1길 24 (소룡동,0)",779
683,2390,한독,32102,의약품 제조업,"13,763,533","6,881,766,500",500,원(KRW),02-527-5114,서울특별시 강남구  테헤란로 132,779
684,14790,한라,64102,토목 건설업,"38,074,942","190,374,710,000","5,000",원(KRW),02-3434-5114,서울특별시 송파구 올림픽로 289,779
685,60980,한라홀딩스,116409,기타 금융업,"10,802,691","55,086,180,000","5,000",원(KRW),02-3434-6363,경기도 용인시 기흥구 기흥단지로 46 -,779
686,53690,한미글로벌,137201,"건축기술, 엔지니어링 및 관련 기술 서비스업","10,957,550","5,478,775,000",500,원(KRW),02-3429-6300,서울특별시 강남구 테헤란로87길 36 도심공항타워 층,779
687,42700,한미반도체,32902,특수 목적용 기계 제조업,"63,582,100","12,716,420,500",200,원(KRW),032-571-9100,인천광역시 서구 가좌로30번길 14,779
688,8930,한미사이언스,116409,기타 금융업,"63,499,267","31,749,633,500",500,원(KRW),02-410-9114,경기도 화성시 팔탄면 무하로 214 한미약품(주) 팔탄공단,779
689,128940,한미약품,32102,의약품 제조업,"11,385,691","28,464,227,500","2,500",원(KRW),031-356-3311,경기도 화성시  팔탄면 무하로 214,779
690,9240,한샘,74604,생활용품 도매업,"23,533,928","23,533,928,000","1,000",원(KRW),02-6470-3114,경기도 안산시 단원구 번영2로 144,779
691,20000,한섬,31401,봉제의복 제조업,"24,630,000","12,315,000,000",500,원(KRW),02-3416-2000,서울특별시 강남구  도산대로 523 한섬빌딩,779
692,3680,한성기업,31002,수산물 가공 및 저장 처리업,"5,477,951","27,389,755,000","5,000",원(KRW),051-410-7100,부산광역시 영도구  태종로 63,779
693,105630,한세실업,31401,봉제의복 제조업,"40,000,000","20,000,000,000",500,원(KRW),02-3779-0779,서울특별시 영등포구 은행로 29 정우빌딩,779
694,69640,한세엠케이,74704,"섬유, 의복, 신발 및 가죽제품 소매업","12,909,322","6,454,661,000",500,원(KRW),02-2142-5000,서울특별시 강남구  논현로 633,779
695,16450,한세예스24홀딩스,116409,기타 금융업,"40,000,000","20,000,000,000",500,원(KRW),02-3779-0800,서울특별시 영등포구  은행로 11 일신빌딩 6층,779
696,9180,한솔로지스틱스,85209,기타 운송관련 서비스업,"16,477,425","8,840,941,000",500,원(KRW),02-3287-7400,서울특별시 중구 을지로 100 파인애비뉴 B동 22층,779
697,213500,한솔제지,31701,"펄프, 종이 및 판지 제조업","23,800,576","119,002,880,000","5,000",원(KRW),02-3287-6040,"서울특별시 중구 을지로 100 비동 (을지로2가, 파인애비뉴)",779
698,14680,한솔케미칼,32001,기초 화학물질 제조업,"11,295,195","56,475,975,000","5,000",원(KRW),02-2152-2326,서울특별시 강남구 테헤란로 513K Tower 7F / 8F,779
699,4710,한솔테크닉스,32602,전자부품 제조업,"22,109,878","110,549,390,000","5,000",원(KRW),02-3287-7902,서울특별시 중구 을지로 100,779
700,10420,한솔피엔에스,74607,기타 전문 도매업,"20,493,012","10,246,506,000",500,원(KRW),02-6005-4534,서울특별시 중구 퇴계로 213 일흥빌딩 5층,779
701,4150,한솔홀딩스,116409,기타 금융업,"46,359,871","231,799,355,000","5,000",원(KRW),02-3287-6875,서울특별시 중구 을지로 100 파인애비뉴 B동 24층,779
702,25750,한솔홈데코,31601,제재 및 목재 가공업,"80,565,149","83,765,149,000","1,000",원(KRW),02-3284-3881,서울특별시 동작구 보라매로5길 15 전문건설회관빌딩,779
703,4960,한신공영,64101,건물 건설업,"11,570,702","57,853,510,000","5,000",원(KRW),02-3393-3114,경기도 용인시 처인구  백암면 덕평로 82,779
704,11700,한신기계공업,32901,일반 목적용 기계 제조업,"32,446,151","16,223,075,500",500,원(KRW),031-491-3911,경기도 안산시 단원구  해봉로330번길 23 신길동,779
705,1750,한양증권,116601,금융 지원 서비스업,"12,728,534","66,267,670,000","5,000",원(KRW),02-3770-5000,서울 영등포구 여의도동 34-11,779
706,18880,한온시스템,32901,일반 목적용 기계 제조업,"533,800,000","53,380,000,000",100,원(KRW),042-930-6114,대전광역시 대덕구  신일서로 95,779
707,9420,한올바이오파마,32102,의약품 제조업,"52,240,638","26,120,319,000",500,원(KRW),042-932-5997,대전광역시 대덕구  상서당1길 43,779
708,14130,한익스프레스,84903,도로 화물 운송업,"12,000,000","6,000,000,000",500,원(KRW),02-3400-5474,경기도 화성시 양감면 초록로 103 (주)한익스프레스,779
709,3300,한일시멘트,32303,"시멘트, 석회, 플라스터 및 그 제품 제조업","7,545,313","37,726,565,000","5,000",원(KRW),02-531-7000,서울특별시 강남구  강남대로 330 우덕빌딩,779
710,2220,한일철강,32401,1차 철강 제조업,"2,144,851","11,161,165,000","5,000",원(KRW),02-2267-6161,서울특별시 중구  퇴계로27길 28 (한영빌딩 9층),779
711,51600,한전KPS,64203,전기 및 통신 공사업,"45,000,000","9,000,000,000",200,원(KRW),061-345-2000,전라남도 나주시 문화로 211 -,779
712,52690,한전기술,137201,"건축기술, 엔지니어링 및 관련 기술 서비스업","38,220,000","7,644,000,000",200,원(KRW),031-289-3114,경상북도 김천시 혁신로 269 (율곡동),779
713,130660,한전산업,137201,"건축기술, 엔지니어링 및 관련 기술 서비스업","32,600,000","16,300,000,000",500,원(KRW),02-2250-2700,서울특별시 중구  서소문로 115 한산빌딩,779
714,2320,한진,84903,도로 화물 운송업,"11,974,656","59,873,280,000","5,000",원(KRW),02-728-5114,서울특별시 중구 남대문로 63 한진빌딩,779
715,97230,한진중공업,64102,토목 건설업,"106,052,508","530,262,540,000","5,000",원(KRW),051-410-3114,부산광역시 영도구  태종로 233 한진중공업,779
716,3480,한진중공업홀딩스,116409,기타 금융업,"29,529,812","155,149,060,000","5,000",원(KRW),051-410-3114,부산광역시 중구 충장대로 6(중앙동4가),779
717,180640,한진칼,116409,기타 금융업,"59,170,458","149,268,060,000","2,500",원(KRW),02-726-6166,서울특별시 중구 소공로 88 (소공동),779
718,5110,한창,74605,기계장비 및 관련 물품 도매업,"34,458,589","17,229,294,500",500,원(KRW),02-850-6545,부산광역시 연제구 중앙대로1043번길 50 4층(연산동),779
719,9460,한창제지,31701,"펄프, 종이 및 판지 제조업","59,667,486","29,833,743,000",500,원(KRW),055-370-2000,경상남도 양산시  웅상대로 1564 (주)한창제지,779
720,880,한화,32004,기타 화학제품 제조업,"74,958,735","489,550,145,000","5,000",원(KRW),02-729-1114,서울특별시 중구  청계천로 86 24층,779
721,27390,한화갤러리아타임월드,74701,종합 소매업,"6,000,131","30,000,655,000","5,000",원(KRW),042-480-5000,대전광역시 서구  대덕대로 211 갤러리아타임월드백화점 (주)한화타임월드,779
722,88350,한화생명,116501,보험업,"868,530,000","4,342,650,000,000","5,000",원(KRW),02-789-5114,서울특별시 영등포구 63로 50,779
723,370,한화손해보험,116501,보험업,"116,738,915","583,694,575,000","5,000",원(KRW),02-1566-8000,서울특별시 영등포구  여의대로 56 한화손해보험(주),779
724,12450,한화에어로스페이스,33103,"항공기,우주선 및 부품 제조업","52,040,000","265,650,000,000","5,000",원(KRW),055-260-2114,경상남도 창원시 성산구  창원대로 1204,779
725,9830,한화케미칼,32001,기초 화학물질 제조업,"163,110,394","821,170,655,000","5,000",원(KRW),02-729-2700,서울특별시 중구 청계천로 86 한화빌딩,779
726,3530,한화투자증권,116601,금융 지원 서비스업,"172,442,511","886,212,555,000","5,000",원(KRW),02-3772-7000,서울특별시 영등포구  여의대로 56 한화증권빌딩 한화투자증권 주식회사,779
727,195870,해성디에스,32602,전자부품 제조업,"17,000,000","85,000,000,000","5,000",원(KRW),7047610000,경상남도 창원시 성산구 웅남로 726,779
728,101530,해태제과식품,31007,기타 식품 제조업,"29,116,822","14,558,411,000",500,원(KRW),02-709-7766,충청남도 천안시 서북구 성거읍 천흥8길 67-26,779
729,143210,핸즈코퍼레이션,33003,자동차 신품 부품 제조업,"21,863,268","10,931,634,000",500,원(KRW),032-870-9600,인천광역시 서구 가정로37번길 50,779
730,720,현대건설,64102,토목 건설업,"111,355,765","557,273,105,000","5,000",원(KRW),02-746-1114,서울특별시 종로구  율곡로 75,779
731,267270,현대건설기계,32901,일반 목적용 기계 제조업,"9,876,295","49,381,475,000","5,000",원(KRW),031-8006-6000,서울특별시 종로구 율곡로 75,779
732,5440,현대그린푸드,74701,종합 소매업,"97,704,482","48,852,241,000",500,원(KRW),031-525-2233,경기도 용인시 수지구 문인로 30,779
733,86280,현대글로비스,85209,기타 운송관련 서비스업,"37,500,000","18,750,000,000",500,원(KRW),02-6191-9114,서울특별시 강남구 테헤란로 301 -,779
734,64350,현대로템,33102,철도장비 제조업,"85,000,000","425,000,000,000","5,000",원(KRW),055-273-1341,경상남도 창원시 의창구  창원대로 488,779
735,79430,현대리바트,33201,가구 제조업,"20,535,282","20,535,282,000","1,000",원(KRW),02-3480-8001,경기도 용인시 처인구  남사면 경기동로 316 리바트,779
736,12330,현대모비스,33003,자동차 신품 부품 제조업,"97,343,863","490,969,315,000","5,000",원(KRW),02-2018-5114,서울 강남구 역삼1동 로담코빌딩 140-2,779
737,10620,현대미포조선,33101,선박 및 보트 건조업,"20,000,000","100,000,000,000","5,000",원(KRW),052-250-3114,울산광역시 동구 방어진순환도로 100 (주)현대미포조선,779
738,69960,현대백화점,74701,종합 소매업,"23,402,441","117,012,205,000","5,000",원(KRW),02-549-2233,서울특별시 강남구 압구정로 201,779
739,4560,현대비앤지스틸,32401,1차 철강 제조업,"15,078,811","75,943,315,000","5,000",원(KRW),055-268-4114,경상남도 창원시 성산구  적현로 124,779
740,11200,현대상선,85001,해상 운송업,"311,805,827","1,559,029,135,000","5,000",원(KRW),02-3706-5114,서울특별시 종로구  율곡로 194,779
741,6390,현대시멘트,32303,"시멘트, 석회, 플라스터 및 그 제품 제조업","16,758,544","83,792,720,000","5,000",원(KRW),02-520-2114,서울특별시 강남구 강남대로 330 역삼동 우덕빌딩,779
742,4310,현대약품,32102,의약품 제조업,"32,000,000","16,000,000,000",500,원(KRW),041-570-5114,충청남도 천안시 동남구  풍세면 잔다리길 55,779
743,126560,현대에이치씨엔,106002,텔레비전 방송업,"112,876,596","56,438,298,000",500,원(KRW),02-1877-8000,서울특별시 서초구  반포대로 19 에이치씨엔빌딩,779
744,17800,현대엘리베이터,32901,일반 목적용 기계 제조업,"27,158,266","135,791,330,000","5,000",원(KRW),031-644-5114,경기도 이천시  부발읍 경충대로 2091 현대엘리베이터(주),779
745,11210,현대위아,33003,자동차 신품 부품 제조업,"27,195,083","135,975,415,000","5,000",원(KRW),055-280-9114,경상남도 창원시 성산구  정동로 153,779
746,267260,현대일렉트릭,32801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","10,205,783","51,028,915,000","5,000",원(KRW),02-746-7545,서울특별시 종로구 율곡로 75,779
747,5380,현대자동차,33001,자동차용 엔진 및 자동차 제조업,"220,276,479","1,488,993,125,000","5,000",원(KRW),02-3464-1114,서울특별시 서초구  헌릉로 12,779
748,4020,현대제철,32401,1차 철강 제조업,"133,445,785","667,228,925,000","5,000",원(KRW),032-760-2114,인천광역시 동구  중봉대로 63,779
749,11760,현대종합상사,74608,상품 종합 도매업,"13,228,966","66,144,830,000","5,000",원(KRW),02-390-1114,서울특별시 종로구 율곡로2길 25 연합미디어센터빌딩 16층,779
750,9540,현대중공업,33101,선박 및 보트 건조업,"69,165,426","345,827,130,000","5,000",원(KRW),052-202-2114,울산광역시 동구  방어진순환도로 1000 현대중공업,779
751,267250,현대중공업지주,116409,기타 금융업,"16,286,617","81,433,085,000","5,000",원(KRW),053-670-7114,대구광역시 달성군 유가면 테크노순환로3길 50,779
752,1500,현대차투자증권,116601,금융 지원 서비스업,"29,337,111","146,685,555,000","5,000",원(KRW),02-3787-2114,서울특별시 영등포구  국제금융로2길 32,779
753,227840,현대코퍼레이션홀딩스,74603,음·식료품 및 담배 도매업,"9,100,836","45,504,180,000","5,000",원(KRW),02-390-1568,서울특별시 종로구 율곡로2길 25,779
754,1450,현대해상,116501,보험업,"89,400,000","44,700,000,000",500,원(KRW),02-1588-5656,서울 종로구 세종로 현대해상화재보험빌딩 ,779
755,57050,현대홈쇼핑,74709,무점포 소매업,"12,000,000","60,000,000,000","5,000",원(KRW),02-2143-2000,서울특별시 강동구  올림픽로70길 34,779
756,93240,형지엘리트,31401,봉제의복 제조업,"19,154,798","9,577,399,000",500,원(KRW),02-3279-8015,서울특별시 강남구 테헤란로38길 12 디앤와이빌딩,779
757,3010,혜인,74605,기계장비 및 관련 물품 도매업,"12,712,747","6,356,373,500",500,원(KRW),02-3498-4500,서울특별시 서초구  동산로 86 혜인빌딩,779
758,111110,호전실업,31401,봉제의복 제조업,"8,000,000","4,657,880,000",500,원(KRW),02-706-6613,"서울특별시 마포구 마포대로 19 신화빌딩, 11층, 12층",779
759,8770,호텔신라,74708,기타 상품 전문 소매업,"39,248,121","200,000,000,000","5,000",원(KRW),02-2233-3131,서울특별시 중구 동호로 249 (주) 호텔신라,779
760,2460,화성산업,64101,건물 건설업,"12,450,800","62,254,000,000","5,000",원(KRW),053-767-2111,대구광역시 수성구  동대구로 111,779
761,13520,화승알앤에이,33003,자동차 신품 부품 제조업,"64,561,210","32,280,605,000",500,원(KRW),055-370-3331-4,경상남도 양산시  충렬로 61,779
762,241590,화승엔터프라이즈,116409,기타 금융업,"60,536,670","30,268,335,000",500,원(KRW),02-588-8042,"부산광역시 연제구 중앙대로 1079 장천빌딩 6층 (연산동, 장천빌딩)",779
763,6060,화승인더스트리,32202,플라스틱제품 제조업,"55,320,000","27,660,000,000",500,원(KRW),051-311-0081,부산광역시 연제구 중앙대로 1079 장천빌딩 6층,779
764,10690,화신,33003,자동차 신품 부품 제조업,"34,920,410","17,460,205,000",500,원(KRW),054-330-5400,경상북도 영천시  도남공단길 94-2,779
765,133820,화인베스틸,32401,1차 철강 제조업,"29,550,000","16,050,000,000",500,원(KRW),055-259-2000,경상남도 창녕군 창녕읍 창밀로 259-33,779
766,10660,화천기계,32902,특수 목적용 기계 제조업,"2,200,000","11,000,000,000","5,000",원(KRW),02-523-7766,서울특별시 서초구  방배로 46,779
767,850,화천기공,32902,특수 목적용 기계 제조업,"2,200,000","11,000,000,000","5,000",원(KRW),062-951-5111,광주광역시 광산구 하남산단4번로 123-17 (장덕동) 화천기공(주),779
768,16580,환인제약,32102,의약품 제조업,"18,600,070","9,700,035,000",500,원(KRW),02-405-3000,"서울특별시 송파구 법원로6길 11 (문정동, 환인빌딩)",779
769,32560,황금에스티,32402,1차 비철금속 제조업,"14,000,000","7,000,000,000",500,원(KRW),031-363-8000,경기도 안산시 단원구 엠티브이1로 25 (주)황금에스티,779
770,4800,효성,32005,화학섬유 제조업,"35,117,455","175,587,275,000","5,000",원(KRW),02-707-7000,서울특별시 마포구  마포대로 119 (공덕동),779
771,94280,효성 ITX,147509,기타 사업지원 서비스업,"11,558,200","5,779,100,000",500,원(KRW),02-2102-8400,서울특별시 영등포구  선유동2로 57 이레빌딩 15층,779
772,93370,후성,32001,기초 화학물질 제조업,"92,606,819","46,303,409,500",500,원(KRW),02-553-0097,경기도 화성시  팔탄면 현대기아로 72-37,779
773,81660,휠라코리아,74604,생활용품 도매업,"61,115,070","61,674,420,000","1,000",원(KRW),02-523-6100,"서울특별시 서초구  명달로 6 (서초동, 11호)",779
774,5870,휴니드테크놀러지스,32604,통신 및 방송 장비 제조업,"14,116,015","70,580,075,000","5,000",원(KRW),032-457-6000,인천광역시 연수구  벤처로 87,779
775,79980,휴비스,32005,화학섬유 제조업,"34,500,000","172,500,000,000","5,000",원(KRW),02-2189-4567,서울특별시 강남구  학동로 343,779
776,5010,휴스틸,32401,1차 철강 제조업,"7,534,848","37,674,240,000","5,000",원(KRW),02-828-9000,"서울특별시 강남구  테헤란로 512 (대치동, 신안빌딩 14층)",779
777,69260,휴켐스,32004,기타 화학제품 제조업,"40,878,588","40,878,588,000","1,000",원(KRW),02-2262-0600,서울특별시 중구  퇴계로 173 19층,779
778,540,흥국화재,116501,보험업,"64,242,645","325,821,225,000","5,000",원(KRW),02-2002-6000,서울특별시 종로구 새문안로 68,779
779,3280,흥아해운,85001,해상 운송업,"175,643,430","87,821,715,000",500,원(KRW),02-3449-3000,서울특별시 송파구  새말로5길 21 흥아해운 빌딩,
